city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id,city_ascii_lower
Santa Quitéria,Santa Quiteria,-4.3319,-40.1569,Brazil,BR,BRA,Ceará,,42763.0,1076565535,santa quiteria
Santo Antônio da Platina,Santo Antonio Da Platina,-23.295,-50.0769,Brazil,BR,BRA,Paraná,,42707.0,1076118147,santo antonio da platina
Mombaça,Mombaca,-5.7428,-39.6278,Brazil,BR,BRA,Piauí,,42690.0,1076957950,mombaca
Currais Novos,Currais Novos,-6.2608,-36.515,Brazil,BR,BRA,Rio Grande do Norte,,42652.0,1076200389,currais novos
União,Uniao,-4.5858,-42.8639,Brazil,BR,BRA,Piauí,,42654.0,1076941290,uniao
Araioses,Araioses,-2.89,-41.9028,Brazil,BR,BRA,Maranhão,,42505.0,1076312210,araioses
Capão da Canoa,Capao Da Canoa,-29.7608,-50.03,Brazil,BR,BRA,Rio Grande do Sul,,42040.0,1076749939,capao da canoa
São Lourenço,Sao Lourenco,-22.1158,-45.0539,Brazil,BR,BRA,Minas Gerais,,41657.0,1076261938,sao lourenco
Itápolis,Itapolis,-21.5958,-48.8128,Brazil,BR,BRA,São Paulo,,42343.0,1076174719,itapolis
Niquelândia,Niquelandia,-14.4739,-48.46,Brazil,BR,BRA,Goiás,,42361.0,1076682103,niquelandia
Porangatu,Porangatu,-13.4408,-49.1489,Brazil,BR,BRA,Goiás,,42355.0,1076806104,porangatu
Remanso,Remanso,-9.6219,-42.0808,Brazil,BR,BRA,Bahia,,42275.0,1076051035,remanso
Sidrolândia,Sidrolandia,-20.9319,-54.9608,Brazil,BR,BRA,Mato Grosso do Sul,,42132.0,1076992570,sidrolandia
Amontada,Amontada,-3.3608,-39.8308,Brazil,BR,BRA,Ceará,,42098.0,1076240159,amontada
Vargem Grande do Sul,Vargem Grande Do Sul,-21.8319,-46.8939,Brazil,BR,BRA,São Paulo,,41807.0,1076083512,vargem grande do sul
Medianeira,Medianeira,-25.295,-54.0939,Brazil,BR,BRA,Paraná,,41817.0,1076066608,medianeira
Pedra Branca,Pedra Branca,-5.4539,-39.7169,Brazil,BR,BRA,Ceará,,41890.0,1076190370,pedra branca
Jaraguá,Jaragua,-15.7569,-49.3339,Brazil,BR,BRA,Goiás,,41870.0,1076016135,jaragua
Jardinópolis,Jardinopolis,-21.0178,-47.7639,Brazil,BR,BRA,São Paulo,,41799.0,1076497660,jardinopolis
Tramandaí,Tramandai,-29.985,-50.1339,Brazil,BR,BRA,Rio Grande do Sul,,41585.0,1076409044,tramandai
Santa Maria da Vitória,Santa Maria Da Vitoria,-13.3978,-44.1978,Brazil,BR,BRA,Bahia,,41795.0,1076607443,santa maria da vitoria
Borba,Borba,-4.3878,-59.5939,Brazil,BR,BRA,Amazonas,,41748.0,1076143096,borba
Paranaíba,Paranaiba,-19.6769,-51.1908,Brazil,BR,BRA,Mato Grosso do Sul,,41626.0,1076355277,paranaiba
Almenara,Almenara,-16.1005,-40.7101,Brazil,BR,BRA,Minas Gerais,,41552.0,1076953924,almenara
Morrinhos,Morrinhos,-17.7319,-49.1008,Brazil,BR,BRA,Goiás,,41460.0,1076391164,morrinhos
Novo Horizonte,Novo Horizonte,-21.4678,-49.2208,Brazil,BR,BRA,São Paulo,,41414.0,1076842025,novo horizonte
Girau do Ponciano,Girau Do Ponciano,-9.8839,-36.8289,Brazil,BR,BRA,Alagoas,,41237.0,1076704674,girau do ponciano
São Mateus do Sul,Sao Mateus Do Sul,-25.8739,-50.3828,Brazil,BR,BRA,Paraná,,41257.0,1076883402,sao mateus do sul
São Manuel,Sao Manuel,-22.7308,-48.5708,Brazil,BR,BRA,São Paulo,,41123.0,1076604538,sao manuel
Paraíba do Sul,Paraiba Do Sul,-22.1619,-43.2928,Brazil,BR,BRA,Rio de Janeiro,,41084.0,1076715765,paraiba do sul
Jeremoabo,Jeremoabo,-10.0669,-38.35,Brazil,BR,BRA,Bahia,,41100.0,1076509996,jeremoabo
Mucuri,Mucuri,-18.0858,-39.5508,Brazil,BR,BRA,Bahia,,41068.0,1076403815,mucuri
Dois Vizinhos,Dois Vizinhos,-25.75,-53.0569,Brazil,BR,BRA,Paraná,,41038.0,1076157751,dois vizinhos
Osório,Osorio,-29.8869,-50.27,Brazil,BR,BRA,Rio Grande do Sul,,40906.0,1076367566,osorio
Inhambupe,Inhambupe,-11.7839,-38.3528,Brazil,BR,BRA,Bahia,,40915.0,1076169385,inhambupe
Barreiros,Barreiros,-8.8167,-35.2,Brazil,BR,BRA,Pernambuco,,40732.0,1076661261,barreiros
Mangaratiba,Mangaratiba,-22.96,-44.0408,Brazil,BR,BRA,Rio de Janeiro,,40779.0,1076292553,mangaratiba
Promissão,Promissao,-21.5369,-49.8583,Brazil,BR,BRA,São Paulo,,40828.0,1076199684,promissao
Rio Real,Rio Real,-11.4833,-37.9344,Brazil,BR,BRA,Bahia,,40809.0,1076770840,rio real
Caeté,Caete,-19.88,-43.67,Brazil,BR,BRA,Minas Gerais,,40750.0,1076979149,caete
São Bento,Sao Bento,-2.6958,-44.8208,Brazil,BR,BRA,Maranhão,,40736.0,1076246119,sao bento
Barra de São Francisco,Barra De Sao Francisco,-18.755,-40.8908,Brazil,BR,BRA,Espírito Santo,,40649.0,1076442914,barra de sao francisco
Nanuque,Nanuque,-17.8389,-40.3539,Brazil,BR,BRA,Minas Gerais,,40665.0,1076083471,nanuque
Santo Antônio de Pádua,Santo Antonio De Padua,-21.5389,-42.18,Brazil,BR,BRA,Rio de Janeiro,,40589.0,1076879205,santo antonio de padua
Xinguara,Xinguara,-7.095,-49.9458,Brazil,BR,BRA,Pará,,40573.0,1076290442,xinguara
Augusto Correa,Augusto Correa,-1.0219,-46.645,Brazil,BR,BRA,Pará,,40497.0,1076227930,augusto correa
Andradas,Andradas,-22.0678,-46.5689,Brazil,BR,BRA,Minas Gerais,,40407.0,1076414147,andradas
Sirinhaém,Sirinhaem,-8.5908,-35.1158,Brazil,BR,BRA,Pernambuco,,40296.0,1076674219,sirinhaem
Imbituba,Imbituba,-28.24,-48.67,Brazil,BR,BRA,Santa Catarina,,40170.0,1076391605,imbituba
Tietê,Tiete,-23.1019,-47.715,Brazil,BR,BRA,São Paulo,,40194.0,1076154000,tiete
Águas Belas,Aguas Belas,-9.1167,-37.1167,Brazil,BR,BRA,Pernambuco,,40235.0,1076330876,aguas belas
Tarauacá,Tarauaca,-8.1608,-70.7658,Brazil,BR,BRA,Acre,,40024.0,1076894557,tarauaca
Pojuca,Pojuca,-12.3659,-38.2433,Brazil,BR,BRA,Bahia,,39972.0,1076704575,pojuca
São José de Mipibu,Sao Jose De Mipibu,-6.075,-35.2378,Brazil,BR,BRA,Rio Grande do Norte,,39776.0,1076063132,sao jose de mipibu
Rio Negrinho,Rio Negrinho,-26.2539,-49.5178,Brazil,BR,BRA,Santa Catarina,,39846.0,1076110694,rio negrinho
Guaíra,Guaira,-20.3178,-48.3108,Brazil,BR,BRA,São Paulo,,39813.0,1076361005,guaira
Santo Antônio,Santo Antonio,-29.8178,-50.52,Brazil,BR,BRA,Rio Grande do Sul,,39685.0,1076978577,santo antonio
Socorro,Socorro,-22.5908,-46.5289,Brazil,BR,BRA,São Paulo,,39565.0,1076716761,socorro
Rosário,Rosario,-2.9339,-44.235,Brazil,BR,BRA,Maranhão,,39576.0,1076804900,rosario
Arcos,Arcos,-20.2914,-45.5397,Brazil,BR,BRA,Minas Gerais,,39537.0,1076650376,arcos
Oliveira,Oliveira,-20.6958,-44.8269,Brazil,BR,BRA,Minas Gerais,,39466.0,1076723364,oliveira
Benjamin Constant,Benjamin Constant,-4.3755,-70.0318,Brazil,BR,BRA,Amazonas,,39484.0,1076933556,benjamin constant
Presidente Venceslau,Presidente Venceslau,-21.8761,-51.8439,Brazil,BR,BRA,São Paulo,,39407.0,1076627824,presidente venceslau
Santa Maria da Boa Vista,Santa Maria Da Boa Vista,-8.8089,-39.825,Brazil,BR,BRA,Pernambuco,,39435.0,1076034588,santa maria da boa vista
Canela,Canela,-29.3658,-50.8158,Brazil,BR,BRA,Rio Grande do Sul,,39229.0,1076049094,canela
São Francisco do Conde,Sao Francisco Do Conde,-12.6278,-38.68,Brazil,BR,BRA,Bahia,,39329.0,1076969118,sao francisco do conde
Rosário do Sul,Rosario Do Sul,-30.2578,-54.9139,Brazil,BR,BRA,Rio Grande do Sul,,39314.0,1076900712,rosario do sul
Salinas,Salinas,-16.1185,-42.174,Brazil,BR,BRA,Minas Gerais,,39178.0,1076633358,salinas
Jacarèzinho,Jacarezinho,-23.1608,-49.9689,Brazil,BR,BRA,Paraná,,39121.0,1076955757,jacarezinho
Tuntum,Tuntum,-5.2578,-44.6489,Brazil,BR,BRA,Maranhão,,39183.0,1076818343,tuntum
Colinas,Colinas,-6.0258,-44.2489,Brazil,BR,BRA,Maranhão,,39132.0,1076657010,colinas
São Mateus do Maranhão,Sao Mateus Do Maranhao,-4.04,-44.47,Brazil,BR,BRA,Maranhão,,39093.0,1076550429,sao mateus do maranhao
Santa Helena,Santa Helena,-2.2308,-45.3,Brazil,BR,BRA,Maranhão,,39110.0,1076790462,santa helena
Itabaianinha,Itabaianinha,-11.2739,-37.79,Brazil,BR,BRA,Sergipe,,38910.0,1076633750,itabaianinha
Altos,Altos,-5.0389,-42.4608,Brazil,BR,BRA,Piauí,,38822.0,1076874326,altos
Campina Grande do Sul,Campina Grande Do Sul,-25.3058,-49.055,Brazil,BR,BRA,Paraná,,38769.0,1076807751,campina grande do sul
Simão Dias,Simao Dias,-10.7378,-37.8108,Brazil,BR,BRA,Sergipe,,38702.0,1076449666,simao dias
Guariba,Guariba,-21.36,-48.2283,Brazil,BR,BRA,São Paulo,,38499.0,1076624279,guariba
Muaná,Muana,-1.5278,-49.2169,Brazil,BR,BRA,Pará,,38616.0,1076581165,muana
Boa Esperança,Boa Esperanca,-21.09,-45.5658,Brazil,BR,BRA,Minas Gerais,,38516.0,1076371124,boa esperanca
Itiúba,Itiuba,-10.6908,-39.8528,Brazil,BR,BRA,Bahia,,38492.0,1076953529,itiuba
Américo Brasiliense,Americo Brasiliense,-21.7361,-48.1114,Brazil,BR,BRA,São Paulo,,38202.0,1076027153,americo brasiliense
Várzea Alegre,Varzea Alegre,-6.7889,-39.2958,Brazil,BR,BRA,Ceará,,38434.0,1076418638,varzea alegre
Curuçá,Curuca,-0.7339,-47.855,Brazil,BR,BRA,Pará,,38391.0,1076098229,curuca
Dom Pedrito,Dom Pedrito,-30.9828,-54.6728,Brazil,BR,BRA,Rio Grande do Sul,,38339.0,1076917608,dom pedrito
Pitangueiras,Pitangueiras,-21.0094,-48.2217,Brazil,BR,BRA,São Paulo,,38211.0,1076000181,pitangueiras
Visconde do Rio Branco,Visconde Do Rio Branco,-21.0103,-42.8406,Brazil,BR,BRA,Minas Gerais,,37942.0,1076854756,visconde do rio branco
Amambaí,Amambai,-23.1039,-55.2258,Brazil,BR,BRA,Mato Grosso do Sul,,38030.0,1076013576,amambai
Catende,Catende,-8.6669,-35.7169,Brazil,BR,BRA,Pernambuco,,37820.0,1076237989,catende
Bom Jardim,Bom Jardim,-7.7958,-35.5869,Brazil,BR,BRA,Pernambuco,,37826.0,1076905890,bom jardim
Amarante do Maranhão,Amarante Do Maranhao,-5.5669,-46.7419,Brazil,BR,BRA,Maranhão,,37932.0,1076306284,amarante do maranhao
Amargosa,Amargosa,-13.03,-39.605,Brazil,BR,BRA,Bahia,,37807.0,1076608607,amargosa
Ipueiras,Ipueiras,-4.5419,-40.7189,Brazil,BR,BRA,Ceará,,37862.0,1076672763,ipueiras
Santa Rita do Sapucaí,Santa Rita Do Sapucai,-22.2519,-45.7028,Brazil,BR,BRA,Minas Gerais,,37754.0,1076403381,santa rita do sapucai
Guaraciaba do Norte,Guaraciaba Do Norte,-4.1669,-40.7478,Brazil,BR,BRA,Ceará,,37775.0,1076780410,guaraciaba do norte
Esperantina,Esperantina,-3.9019,-42.2339,Brazil,BR,BRA,Piauí,,37767.0,1076676231,esperantina
Curitibanos,Curitibanos,-27.2828,-50.5839,Brazil,BR,BRA,Santa Catarina,,37748.0,1076198267,curitibanos
Afuá,Afua,-0.1569,-50.3869,Brazil,BR,BRA,Pará,,37778.0,1076124321,afua
São Gonçalo dos Campos,Sao Goncalo Dos Campos,-12.4328,-38.9669,Brazil,BR,BRA,Bahia,,37554.0,1076071963,sao goncalo dos campos
Bonito,Bonito,-8.47,-35.7289,Brazil,BR,BRA,Pernambuco,,37566.0,1076501019,bonito
Porteirinha,Porteirinha,-15.7428,-43.0278,Brazil,BR,BRA,Minas Gerais,,37627.0,1076606467,porteirinha
Rio Pardo,Rio Pardo,-29.99,-52.3778,Brazil,BR,BRA,Rio Grande do Sul,,37591.0,1076675236,rio pardo
Esplanada,Esplanada,-11.7958,-37.945,Brazil,BR,BRA,Bahia,,37578.0,1076376279,esplanada
Igarapé-Açu,Igarape-Acu,-1.1269,-47.6178,Brazil,BR,BRA,Pará,,37547.0,1076684764,igarape-acu
Salinópolis,Salinopolis,-0.6289,-47.3558,Brazil,BR,BRA,Pará,,37421.0,1076811443,salinopolis
São Fidélis,Sao Fidelis,-21.6458,-41.7469,Brazil,BR,BRA,Rio de Janeiro,,37543.0,1076411461,sao fidelis
Paraty,Paraty,-23.2194,-44.7147,Brazil,BR,BRA,Rio de Janeiro,,37533.0,1076616643,paraty
Aliança,Alianca,-7.6028,-35.2308,Brazil,BR,BRA,Pernambuco,,37415.0,1076773543,alianca
Itarema,Itarema,-2.92,-39.915,Brazil,BR,BRA,Ceará,,37471.0,1076296454,itarema
Pedro II,Pedro Ii,-4.4338,-41.4534,Brazil,BR,BRA,Piauí,,37496.0,1076812228,pedro ii
Itaqui,Itaqui,-29.125,-56.5528,Brazil,BR,BRA,Rio Grande do Sul,,37489.0,1076882439,itaqui
Agudos,Agudos,-22.4739,-48.9836,Brazil,BR,BRA,São Paulo,,37401.0,1076000779,agudos
José de Freitas,Jose De Freitas,-4.7558,-42.5758,Brazil,BR,BRA,Piauí,,37085.0,1076802708,jose de freitas
Timbó,Timbo,-26.8228,-49.2719,Brazil,BR,BRA,Santa Catarina,,36774.0,1076339334,timbo
Autazes,Autazes,-3.5864,-59.1197,Brazil,BR,BRA,Amazonas,,37033.0,1076415677,autazes
Uruaçu,Uruacu,-14.525,-49.1408,Brazil,BR,BRA,Goiás,,36929.0,1076588964,uruacu
Santaluz,Santaluz,-11.2558,-39.375,Brazil,BR,BRA,Bahia,,36915.0,1076830828,santaluz
Pimenta Bueno,Pimenta Bueno,-11.6725,-61.1936,Brazil,BR,BRA,Rondônia,,36881.0,1076267246,pimenta bueno
Lajedo,Lajedo,-8.6639,-36.32,Brazil,BR,BRA,Pernambuco,,36628.0,1076183844,lajedo
Araçuaí,Aracuai,-16.85,-42.07,Brazil,BR,BRA,Minas Gerais,,36712.0,1076501078,aracuai
Barra Bonita,Barra Bonita,-22.4947,-48.5581,Brazil,BR,BRA,São Paulo,,36321.0,1076780548,barra bonita
São Paulo de Olivença,Sao Paulo De Olivenca,-3.45,-68.95,Brazil,BR,BRA,Amazonas,,36536.0,1076704300,sao paulo de olivenca
Aparecida,Aparecida,-22.8472,-45.23,Brazil,BR,BRA,São Paulo,,36217.0,1076806368,aparecida
Santa Helena de Goiás,Santa Helena De Goias,-17.8139,-50.5969,Brazil,BR,BRA,Goiás,,36469.0,1076150197,santa helena de goias
Camamu,Camamu,-13.945,-39.1039,Brazil,BR,BRA,Bahia,,36435.0,1076215451,camamu
Careiro,Careiro,-3.7678,-60.3689,Brazil,BR,BRA,Amazonas,,36435.0,1076439783,careiro
Oeiras,Oeiras,-7.025,-42.1308,Brazil,BR,BRA,Piauí,,36329.0,1076220246,oeiras
São Miguel d’Oeste,Sao Miguel D'Oeste,-26.725,-53.5178,Brazil,BR,BRA,Santa Catarina,,36306.0,1076717099,sao miguel d'oeste
Paiçandu,Paicandu,-23.4578,-52.0489,Brazil,BR,BRA,Paraná,,35936.0,1076005300,paicandu
Itaitinga,Itaitinga,-3.9689,-38.5278,Brazil,BR,BRA,Ceará,,35817.0,1076730632,itaitinga
Itapicuru,Itapicuru,-11.3169,-38.2328,Brazil,BR,BRA,Bahia,,35987.0,1076288432,itapicuru
Fraiburgo,Fraiburgo,-27.0258,-50.9208,Brazil,BR,BRA,Santa Catarina,,35942.0,1076662614,fraiburgo
Santa Cruz,Santa Cruz,-6.2289,-36.0228,Brazil,BR,BRA,Rio Grande do Norte,,35797.0,1076706078,santa cruz
Estreito,Estreito,-6.5608,-47.4508,Brazil,BR,BRA,Maranhão,,35835.0,1076867067,estreito
Várzea da Palma,Varzea Da Palma,-17.5978,-44.7308,Brazil,BR,BRA,Minas Gerais,,35809.0,1076481562,varzea da palma
Ouro Preto d’Oeste,Ouro Preto D'Oeste,-10.7481,-62.2158,Brazil,BR,BRA,Rondônia,,35737.0,1076571637,ouro preto d'oeste
Garibaldi,Garibaldi,-29.2558,-51.5339,Brazil,BR,BRA,Rio Grande do Sul,,35440.0,1076481816,garibaldi
Bariri,Bariri,-22.0744,-48.7403,Brazil,BR,BRA,São Paulo,,35558.0,1076167446,bariri
Nova Cruz,Nova Cruz,-6.4778,-35.4339,Brazil,BR,BRA,Rio Grande do Norte,,35490.0,1076169350,nova cruz
José Bonifácio,Jose Bonifacio,-21.0528,-49.6878,Brazil,BR,BRA,São Paulo,,35538.0,1076809600,jose bonifacio
Toritama,Toritama,-8.0067,-36.0567,Brazil,BR,BRA,Pernambuco,,35554.0,1076597056,toritama
També,Tambe,-7.41,-35.1128,Brazil,BR,BRA,Pernambuco,,35398.0,1076207007,tambe
Charqueadas,Charqueadas,-29.955,-51.625,Brazil,BR,BRA,Rio Grande do Sul,,35320.0,1076933382,charqueadas
Rio Brilhante,Rio Brilhante,-21.8019,-54.5458,Brazil,BR,BRA,Mato Grosso do Sul,,35465.0,1076414627,rio brilhante
Além Paraíba,Alem Paraiba,-21.8878,-42.7039,Brazil,BR,BRA,Minas Gerais,,35401.0,1076955526,alem paraiba
Bom Jesus do Itabapoana,Bom Jesus Do Itabapoana,-21.1339,-41.68,Brazil,BR,BRA,Rio de Janeiro,,35411.0,1076034658,bom jesus do itabapoana
Pilar,Pilar,-9.5972,-35.9567,Brazil,BR,BRA,Alagoas,,35295.0,1076033888,pilar
Riachão do Jacuípe,Riachao Do Jacuipe,-11.81,-39.3819,Brazil,BR,BRA,Bahia,,35403.0,1076945082,riachao do jacuipe
Pilão Arcado,Pilao Arcado,-10.0018,-42.483,Brazil,BR,BRA,Bahia,,35428.0,1076876998,pilao arcado
Pentecoste,Pentecoste,-3.7928,-39.27,Brazil,BR,BRA,Ceará,,35400.0,1076355140,pentecoste
Casimiro de Abreu,Casimiro De Abreu,-22.4808,-42.2039,Brazil,BR,BRA,Rio de Janeiro,,35347.0,1076781474,casimiro de abreu
Ouro Branco,Ouro Branco,-20.5208,-43.6919,Brazil,BR,BRA,Minas Gerais,,35268.0,1076485763,ouro branco
Itaberaí,Itaberai,-16.02,-49.81,Brazil,BR,BRA,Goiás,,35371.0,1076044452,itaberai
Guaramirim,Guaramirim,-26.4728,-49.0028,Brazil,BR,BRA,Santa Catarina,,35172.0,1076561116,guaramirim
Cansanção,Cansancao,-10.6708,-39.4978,Brazil,BR,BRA,Bahia,,35235.0,1076743191,cansancao
Massapê,Massape,-3.5228,-40.3428,Brazil,BR,BRA,Ceará,,35191.0,1076000173,massape
Curaçá,Curaca,-8.9919,-39.9078,Brazil,BR,BRA,Bahia,,35208.0,1076762736,curaca
Afogados da Ingazeira,Afogados Da Ingazeira,-7.7508,-37.6342,Brazil,BR,BRA,Pernambuco,,35088.0,1076271045,afogados da ingazeira
Bodocó,Bodoco,-7.7778,-39.9408,Brazil,BR,BRA,Pernambuco,,35158.0,1076358937,bodoco
Igarapé,Igarape,-20.07,-44.3019,Brazil,BR,BRA,Minas Gerais,,34851.0,1076387530,igarape
Nova Olinda do Norte,Nova Olinda Do Norte,-3.8878,-59.0939,Brazil,BR,BRA,Amazonas,,35156.0,1076698345,nova olinda do norte
Adamantina,Adamantina,-21.6847,-51.0733,Brazil,BR,BRA,São Paulo,,35048.0,1076252044,adamantina
Armação dos Búzios,Armacao Dos Buzios,-22.7469,-41.8819,Brazil,BR,BRA,Rio de Janeiro,,34477.0,1076574611,armacao dos buzios
Aguaí,Aguai,-22.0603,-46.9736,Brazil,BR,BRA,São Paulo,,34863.0,1076299565,aguai
Barra do Choça,Barra Do Choca,-14.8808,-40.5789,Brazil,BR,BRA,Bahia,,34853.0,1076410831,barra do choca
Feijó,Feijo,-8.1639,-70.3539,Brazil,BR,BRA,Acre,,34884.0,1076695082,feijo
Tôrres,Torres,-29.335,-49.7269,Brazil,BR,BRA,Rio Grande do Sul,,34656.0,1076421011,torres
Santa Cruz das Palmeiras,Santa Cruz Das Palmeiras,-21.8269,-47.2489,Brazil,BR,BRA,São Paulo,,34737.0,1076200565,santa cruz das palmeiras
Capelinha,Capelinha,-17.6908,-42.5158,Brazil,BR,BRA,Minas Gerais,,34803.0,1076950734,capelinha
Castelo,Castelo,-20.6039,-41.185,Brazil,BR,BRA,Espírito Santo,,34747.0,1076313406,castelo
Apodi,Apodi,-5.6639,-37.7989,Brazil,BR,BRA,Rio Grande do Norte,,34763.0,1076092856,apodi
São Luís do Quitunde,Sao Luis Do Quitunde,-9.3178,-35.5608,Brazil,BR,BRA,Alagoas,,34692.0,1076776614,sao luis do quitunde
Cachoeira,Cachoeira,-12.6178,-38.9558,Brazil,BR,BRA,Bahia,,34535.0,1076370546,cachoeira
Parnarama,Parnarama,-5.6819,-43.0928,Brazil,BR,BRA,Maranhão,,34586.0,1076586563,parnarama
Cícero Dantas,Cicero Dantas,-10.6,-38.3828,Brazil,BR,BRA,Bahia,,34478.0,1076276017,cicero dantas
Iturama,Iturama,-19.7278,-50.1958,Brazil,BR,BRA,Minas Gerais,,34456.0,1076049375,iturama
Vassouras,Vassouras,-22.4039,-43.6628,Brazil,BR,BRA,Rio de Janeiro,,34410.0,1076049981,vassouras
Jaguaribe,Jaguaribe,-5.8908,-38.6219,Brazil,BR,BRA,Ceará,,34409.0,1076039425,jaguaribe
Missão Velha,Missao Velha,-7.25,-39.1428,Brazil,BR,BRA,Ceará,,34274.0,1076844582,missao velha
Penalva,Penalva,-3.2939,-45.1739,Brazil,BR,BRA,Maranhão,,34267.0,1076744863,penalva
São Desidério,Sao Desiderio,-12.3628,-44.9728,Brazil,BR,BRA,Bahia,,34266.0,1076278126,sao desiderio
Goianira,Goianira,-16.4958,-49.4258,Brazil,BR,BRA,Goiás,,34060.0,1076457587,goianira
Cravinhos,Cravinhos,-21.3403,-47.7294,Brazil,BR,BRA,São Paulo,,34110.0,1076465069,cravinhos
Matozinhos,Matozinhos,-19.5578,-44.0808,Brazil,BR,BRA,Minas Gerais,,33955.0,1076626899,matozinhos
Eirunepé,Eirunepe,-6.6597,-69.8744,Brazil,BR,BRA,Amazonas,,34025.0,1076884388,eirunepe
Brumadinho,Brumadinho,-20.1428,-44.2,Brazil,BR,BRA,Minas Gerais,,33973.0,1076272564,brumadinho
Pôrto de Moz,Porto De Moz,-1.7478,-52.2378,Brazil,BR,BRA,Pará,,33956.0,1076963542,porto de moz
Descalvado,Descalvado,-21.9039,-47.6189,Brazil,BR,BRA,São Paulo,,33910.0,1076021755,descalvado
Turiaçu,Turiacu,-1.6628,-45.3719,Brazil,BR,BRA,Maranhão,,33933.0,1076381653,turiacu
Custódia,Custodia,-8.0875,-37.6431,Brazil,BR,BRA,Pernambuco,,33855.0,1076621453,custodia
Sertânia,Sertania,-8.0706,-37.2658,Brazil,BR,BRA,Pernambuco,,33787.0,1076986072,sertania
Poço Redondo,Poco Redondo,-9.8058,-37.685,Brazil,BR,BRA,Sergipe,,33757.0,1076471819,poco redondo
Jaguarari,Jaguarari,-10.26,-40.1958,Brazil,BR,BRA,Bahia,,33746.0,1076470682,jaguarari
Tucumã,Tucuma,-6.7519,-51.1539,Brazil,BR,BRA,Pará,,33690.0,1076697803,tucuma
Ibaté,Ibate,-21.955,-47.9969,Brazil,BR,BRA,São Paulo,,33535.0,1076395966,ibate
Barra do Bugres,Barra Do Bugres,-15.0728,-57.1808,Brazil,BR,BRA,Mato Grosso,,33644.0,1076717726,barra do bugres
São Domingos do Maranhão,Sao Domingos Do Maranhao,-5.5758,-44.385,Brazil,BR,BRA,Maranhão,,33607.0,1076192320,sao domingos do maranhao
Iperó,Ipero,-23.3503,-47.6886,Brazil,BR,BRA,São Paulo,,33367.0,1076747973,ipero
Caçapava do Sul,Cacapava Do Sul,-30.5119,-53.4908,Brazil,BR,BRA,Rio Grande do Sul,,33548.0,1076550820,cacapava do sul
Pôrto União,Porto Uniao,-26.2378,-51.0778,Brazil,BR,BRA,Santa Catarina,,33493.0,1076057988,porto uniao
Bôca do Acre,Boca Do Acre,-8.7519,-67.3978,Brazil,BR,BRA,Amazonas,,33498.0,1076558816,boca do acre
Baturité,Baturite,-4.3289,-38.885,Brazil,BR,BRA,Ceará,,33321.0,1076144455,baturite
Brejo,Brejo,-3.6839,-42.75,Brazil,BR,BRA,Maranhão,,33359.0,1076010144,brejo
Conceição de Jacuípe,Conceicao De Jacuipe,-12.3269,-38.765,Brazil,BR,BRA,Bahia,,33354.0,1076309231,conceicao de jacuipe
São Luís Gonzaga,Sao Luis Gonzaga,-28.4078,-54.9608,Brazil,BR,BRA,Rio Grande do Sul,,33293.0,1076320357,sao luis gonzaga
Canavieiras,Canavieiras,-15.675,-38.9469,Brazil,BR,BRA,Bahia,,33268.0,1076258532,canavieiras
Almeirim,Almeirim,-1.5228,-52.5819,Brazil,BR,BRA,Pará,,33282.0,1076655786,almeirim
Camacan,Camacan,-15.4189,-39.4958,Brazil,BR,BRA,Bahia,,33197.0,1076604615,camacan
Coxim,Coxim,-18.5069,-54.76,Brazil,BR,BRA,Mato Grosso do Sul,,33231.0,1076196665,coxim
Correntina,Correntina,-13.3428,-44.6369,Brazil,BR,BRA,Bahia,,33183.0,1076400445,correntina
Água Preta,Agua Preta,-8.7,-35.35,Brazil,BR,BRA,Pernambuco,,33095.0,1076495726,agua preta
Palmeira das Missões,Palmeira Das Missoes,-27.8989,-53.3139,Brazil,BR,BRA,Rio Grande do Sul,,33131.0,1076243689,palmeira das missoes
Rio das Pedras,Rio Das Pedras,-22.8428,-47.6058,Brazil,BR,BRA,São Paulo,,32982.0,1076199521,rio das pedras
Biritiba-Mirim,Biritiba-Mirim,-23.5728,-46.0389,Brazil,BR,BRA,São Paulo,,32936.0,1076510731,biritiba-mirim
Maragogi,Maragogi,-9.0122,-35.2225,Brazil,BR,BRA,Alagoas,,32940.0,1076984582,maragogi
Osvaldo Cruz,Osvaldo Cruz,-21.7967,-50.8786,Brazil,BR,BRA,São Paulo,,33000.0,1076438430,osvaldo cruz
Esperança,Esperanca,-7.0333,-35.85,Brazil,BR,BRA,Paraíba,,32785.0,1076765835,esperanca
Gandu,Gandu,-13.7439,-39.4869,Brazil,BR,BRA,Bahia,,32809.0,1076167274,gandu
Curralinho,Curralinho,-1.8139,-49.795,Brazil,BR,BRA,Pará,,32881.0,1076735826,curralinho
Campos Novos,Campos Novos,-27.4019,-51.225,Brazil,BR,BRA,Santa Catarina,,32824.0,1076882483,campos novos
São João da Barra,Sao Joao Da Barra,-21.64,-41.0508,Brazil,BR,BRA,Rio de Janeiro,,32747.0,1076887451,sao joao da barra
Presidente Figueiredo,Presidente Figueiredo,-2.0172,-60.025,Brazil,BR,BRA,Amazonas,,32812.0,1076857891,presidente figueiredo
Monteiro,Monteiro,-7.8889,-37.12,Brazil,BR,BRA,Paraíba,,32774.0,1076669282,monteiro
